cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,ticket_id,purchase_date,seat_num,price,card_number,card_holder,card_type,card_expiration,cvv_code,flight_num,depart_time,depart_airport,depart_city,depart_state,depart_country,depart_zip_code,arrival_time,date,rating,comments,arrival_airport,arrival_city,arrival_state,arrival_country,arrival_zip_code,airline_name,airline_city,airline_state,airline_country,base_price,flight_status,plane_id,aircraft_age,capacity,type,description
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,12,2021-04-15 10:25:00,3A,1250,4929747189573571,Max Cole,Credit,12/1/2025,123,AA123,2022-01-01 10:00:00,LAX,Los Angeles,California,United States,90045,2022-01-01 12:44:00,2022-01-01 14:30:00,4,The flight was comfortable and the service was good.,MCO,Orlando,Florida,United States,31118,American Airlines,Fort Worth,TX,USA,318,On time,127834,7,156,Airbus A320,"Single-aisle, twin-engine jetliner with a range of 3,000 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,13,2022-04-09 9:23:15,3C,1350,5293541090325769,Emily Brown,Debit,10/1/2024,234,UA456,2023-02-02 15:30:00,ORD,Chicago,Illinois,United States,60666,2023-02-02 21:23:00,2023-02-03 17:00:00,5,I had a great experience on this flight. The crew was helpful and the seats were very comfortable.,PVG,Shanghai,Shanghai Municipality,China,201202,United Airlines,Chicago,IL,USA,459,Delayed,785341,21,423,Boeing 777,"Wide-body, twin-engine jetliner with a range of 6,000 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,14,2022-04-01 8:25:03,3E,1450,5293541090325769,Emily Brown,Debit,10/1/2024,234,DL789,2023-03-03 9:45:00,ATL,Atlanta,Georgia,United States,30337,2023-03-03 13:47:00,2023-03-05 11:20:00,3,"The flight was delayed by 2 hours, but the airline provided adequate compensation.",ATL,Atlanta,Georgia,United States,30337,Delta Airlines,Atlanta,GA,USA,144,On time,289063,29,338,Embraer E175,"Four-engine jumbo jet with a range of 7,500 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,15,2022-04-14 14:53:02,3F,1550,5293541090325769,Emily Brown,Debit,10/1/2024,234,AA124,2023-01-01 10:00:00,SFO,San Francisco,California,United States,94128,2023-01-01 14:39:00,2023-01-02 17:20:00,4,I enjoyed the in-flight entertainment and the staff was friendly.,CDG,Paris,,France,95711,American Airlines,Fort Worth,TX,USA,291,On time,791538,16,219,Bombardier CRJ900,"Short- to medium-range twin-engine jetliner with a range of 2,000 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,16,2022-04-12 15:35:36,3G,1650,5293541090325769,Emily Brown,Debit,10/1/2024,234,UA457,2023-02-02 15:30:00,DFW,Dallas/Fort Worth,Texas,United States,75261,2023-02-02 20:42:00,2023-03-03 11:30:00,3,"The flight was average, nothing particularly stood out.",DEN,Denver,Colorado,United States,80249,United Airlines,Chicago,IL,USA,469,On time,69218,3,125,Airbus A330,"Long-range, wide-body twin-engine jetliner with a range of 8,000 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,17,2022-04-07 20:35:15,3H,1750,5293541090325769,Emily Brown,Debit,10/1/2024,234,DL790,2023-03-03 9:45:00,DEN,Denver,Colorado,United States,80249,2023-03-03 14:45:00,2023-04-03 15:30:00,5,The flight attendants were friendly and helpful throughout the journey.,BOS,Boston,Massachusetts,United States,2128,Delta Airlines,Atlanta,GA,USA,359,Delayed,657128,19,424,Boeing 737,"Medium- to long-range twin-engine jetliner with a range of 5,500 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,18,2022-04-05 5:32:10,4A,1850,5293541090325769,Emily Brown,Debit,10/1/2024,234,AA125,2023-01-01 10:00:00,MCO,Orlando,Florida,United States,31118,2023-01-01 13:04:00,2023-01-04 12:30:00,4,"The flight was comfortable, although the food could have been better.",MEX,Mexico City,,Mexico,15620,American Airlines,Fort Worth,TX,USA,123,Delayed,548960,10,196,Embraer E195,"Medium-range, narrow-body twin-engine jetliner with a range of 3,500 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,19,2022-04-02 12:09:15,4C,1950,5293541090325769,Emily Brown,Debit,10/1/2024,234,UA459,2023-02-02 15:30:00,BOS,Boston,Massachusetts,United States,2128,2023-02-02 17:51:00,2023-03-04 16:30:00,5,The flight was excellent in every way. The seats were comfortable and the service was great.,ATL,Atlanta,Georgia,United States,30337,United Airlines,Chicago,IL,USA,375,On time,920345,27,194,Airbus A350,"Ultra-long-range twin-engine jetliner with a range of 9,000 nautical miles."
emily.brown@example.com,emily,brown,passwd2,7476 Silcon Alley,San Francisco,CA,USA,11154,940-438-3700,BV2984197,4/29/2026,Indonesia,9/24/1950,20,2022-04-16 17:03:25,4E,2050,5293541090325769,Emily Brown,Debit,10/1/2024,234,DL791,2023-03-03 9:45:00,PHX,Phoenix,Arizona,United States,85034,2023-03-03 12:16:00,2023-03-05 13:45:00,3,"The flight was delayed by an hour, which was inconvenient.",LAX,Los Angeles,California,United States,90045,Delta Airlines,Atlanta,GA,USA,198,On time,303846,5,335,Bombardier Dash 8 Q400,"Composite-material, twin-engine jetliner with a range of 3,200 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,21,2022-04-06 20:03:25,4F,2150,4171816016480653,Will Harris,Credit,1/1/2026,345,AA126,2023-01-01 10:00:00,IAH,Houston,Texas,United States,77032,2023-01-01 11:42:00,2023-01-05 17:00:00,4,The flight was smooth and the crew was helpful.,YYZ,Toronto,Ontario,Canada,6301,American Airlines,Fort Worth,TX,USA,276,On time,819074,23,156,Boeing 767,"Regional jet with a range of 1,200 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,22,2022-04-08 17:04:56,4G,2250,4171816016480653,Will Harris,Credit,1/1/2026,345,UA460,2023-02-02 15:30:00,YYZ,Toronto,Ontario,Canada,6301,2023-02-02 17:54:00,2023-02-06 11:30:00,3,"The flight was average, nothing particularly stood out.",ATL,Atlanta,Georgia,United States,30337,United Airlines,Chicago,IL,USA,481,On time,512739,14,157,Airbus A380,"Medium-range, tri-jet with a range of 3,500 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,23,2022-04-04 1:03:36,4H,350,4171816016480653,Will Harris,Credit,1/1/2026,345,DL792,2023-03-03 9:45:00,CDG,Paris,,France,95711,2023-03-03 11:32:00,2023-03-06 15:30:00,5,The flight attendants were friendly and helpful throughout the journey.,AMS,Amsterdam,North Holland,Netherlands,1118,Delta Airlines,Atlanta,GA,USA,399,On time,913624,18,481,Boeing 747,"Turboprop regional airliner with a range of 1,000 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,24,2022-04-11 5:36:25,5A,450,4171816016480653,Will Harris,Credit,1/1/2026,345,AA127,2023-01-01 10:00:00,AMS,Amsterdam,North Holland,Netherlands,1118,2023-01-01 13:26:00,2023-01-07 14:30:00,4,The flight was comfortable and the service was good.,SIN,Singapore,,Singapore,819663,American Airlines,Fort Worth,TX,USA,177,On time,781536,8,387,Embraer E145,"Short- to medium-range regional airliner with a range of 1,500 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,25,2022-04-10 17:03:25,5C,550,4171816016480653,Will Harris,Credit,1/1/2026,345,UA461,2023-02-02 15:30:00,DXB,Dubai,,United Arab Emirates,0,2023-02-02 20:10:00,2023-02-07 17:00:00,5,I had a great experience on this flight. The crew was helpful and the seats were very comfortable.,IAH,Houston,Texas,United States,77032,United Airlines,Chicago,IL,USA,445,On time,246730,26,306,Bombardier CRJ200,"Twin-engine turboprop regional airliner with a range of 1,200 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,26,2021-04-13 17:07:25,5E,650,4171816016480653,Will Harris,Credit,1/1/2026,345,DL793,2022-03-03 9:45:00,SIN,Singapore,,Singapore,819663,2022-03-03 14:11:00,2023-03-08 11:20:00,3,"The flight was delayed by 2 hours, but the airline provided adequate compensation.",SFO,San Francisco,California,United States,94128,Delta Airlines,Atlanta,GA,USA,102,On time,65194,1,326,Airbus A319,"Regional jet with narrow body and a range of 1,700 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,27,2021-04-03 17:15:25,5F,750,4171816016480653,Will Harris,Credit,1/1/2026,345,AA128,2022-01-01 10:00:00,PVG,Shanghai,Shanghai Municipality,China,201202,2022-01-01 12:22:00,2023-01-08 17:20:00,4,I enjoyed the in-flight entertainment and the staff was friendly.,FRA,Frankfurt,,Germany,60547,American Airlines,Fort Worth,TX,USA,426,On time,489052,9,164,Boeing 787,"Short-to-medium range regional jet with a range of 2,000 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,28,2021-04-16 17:13:38,5G,850,4171816016480653,Will Harris,Credit,1/1/2026,345,UA462,2022-02-02 15:30:00,ICN,Seoul,,South Korea,7505,2022-02-02 17:36:00,2022-02-09 11:30:00,3,"The flight was average, nothing particularly stood out.",MAD,Madrid,Community of Madrid,Spain,28042,United Airlines,Chicago,IL,USA,150,Delayed,750613,12,307,Embraer E190,Twin-engine turboprop utility aircraft with a range of 700 nautical miles.
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,29,2021-04-12 17:02:09,5H,950,4171816016480653,Will Harris,Credit,1/1/2026,345,DL795,2022-03-03 9:45:00,FRA,Frankfurt,,Germany,60547,2022-03-03 11:36:00,2023-03-09 15:30:00,5,The flight attendants were friendly and helpful throughout the journey.,SIN,Singapore,,Singapore,819663,Delta Airlines,Atlanta,GA,USA,278,On time,346981,20,381,Airbus A321,"Long-range business jet with a range of 6,500 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,30,2021-04-07 22:03:25,5J,1050,4171816016480653,Will Harris,Credit,1/1/2026,345,AA129,2022-01-01 10:00:00,MAD,Madrid,Community of Madrid,Spain,28042,2022-01-01 12:56:00,2022-01-10 12:30:00,4,"The flight was comfortable, although the food could have been better.",SFO,San Francisco,California,United States,94128,American Airlines,Fort Worth,TX,USA,231,Delayed,610325,2,332,Bombardier CRJ700,"Wide-body, long-range tri-jet with a range of 8,500 nautical miles."
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,31,2021-04-09 23:05:26,6A,1150,4171816016480653,Will Harris,Credit,1/1/2026,345,UA463,2022-02-02 15:30:00,MEX,Mexico City,,Mexico,15620,2022-02-02 19:20:00,2022-02-11 12:30:00,2,Bad experience,MEX,Mexico City,,Mexico,15620,United Airlines,Chicago,IL,USA,349,On time,437869,15,117,Boeing 737 MAX,"Business jet with long range and a range of 4,500 nautical miles."
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,32,2021-11-09 22:49:25,6C,1250,4909632441114116,Laura Lee,Credit,11/1/2026,456,UA231,2021-11-12 11:31:03,JFK,New York,New York,United States,11430,2021-11-17 3:18:21,2021-12-17 3:18:21,4,Excellent flight experience with great staff and service.,LHR,London,,United Kingdom,20236,American Airlines,Fort Worth,TX,USA,293,On time,9346,8,420,Dassault Falcon 900,Turboprop regional airliner
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,33,2021-05-22 22:07:53,6E,1350,4909632441114116,Laura Lee,Credit,11/1/2026,456,AC452,2021-05-25 23:22:04,LAX,Los Angeles,California,United States,90045,2021-05-31 14:25:21,2021-06-07 14:25:21,1,Terrible experience on this flight. Unhelpful staff and poor service.,JFK,New York,New York,United States,11430,Delta Air Lines,Atlanta,GA,USA,332,Delayed,94725,18,460,Boeing 737,Twin-engine turboprop utility aircraft
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,34,2021-04-05 20:27:30,6F,1450,4909632441114116,Laura Lee,Credit,11/1/2026,456,DL674,2021-04-06 21:39:27,ORD,Chicago,Illinois,United States,60666,2021-04-11 13:33:18,2021-04-13 13:33:18,2,"Average flight, nothing stood out.",LAX,Los Angeles,California,United States,90045,United Airlines,Chicago,IL,USA,479,On time,5910,8,50,Bombardier Dash 8 Q400,Wide-body
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,35,2021-04-11 4:03:47,6G,1550,4909632441114116,Laura Lee,Credit,11/1/2026,456,BA719,2021-04-15 17:26:12,LHR,London,,United Kingdom,20236,2021-04-17 22:38:49,2021-05-12 22:38:49,3,"Decent flight, some minor issues but overall okay.",CDG,Paris,,France,95711,JetBlue Airways,Long Island City,NY,USA,446,Delayed,57215,17,100,Bombardier CRJ200,Medium- to long-range twin-engine jetliner
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,36,2022-01-23 16:10:24,6H,1650,4909632441114116,Laura Lee,Credit,11/1/2026,456,LH112,2022-01-31 4:50:35,CDG,Paris,,France,95711,2022-02-05 22:45:27,2022-03-05 22:45:27,2,Staff went above and beyond to make this an amazing experience.,FRA,Frankfurt,,Germany,60547,Southwest Airlines,Dallas,TX,USA,221,On time,89527,8,90,Boeing 767,wide-body twin-engine jetliner
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,37,2021-10-29 11:04:19,6J,1750,4909632441114116,Laura Lee,Credit,11/1/2026,456,EK383,2021-11-04 2:41:10,FRA,Frankfurt,,Germany,60547,2021-11-09 21:27:44,2021-11-20 21:27:44,5,Great flight experience with friendly and attentive staff.,AMS,Amsterdam,North Holland,Netherlands,1118,Allegiant Air,Las Vegas,NV,USA,356,Delayed,6814,11,340,Dassault Falcon 900,twin-engine jetliner
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,38,2021-05-06 9:14:54,6K,1850,4909632441114116,Laura Lee,Credit,11/1/2026,456,AA522,2021-05-11 0:12:43,PEK,Beijing,,China,100621,2021-05-13 2:48:00,2021-05-15 2:48:00,3,"Decent flight, but nothing special.",DXB,Dubai,,United Arab Emirates,0,Delta Air Lines,Atlanta,GA,USA,313,On time,73610,3,100,Bombardier CRJ900,Short-to-medium range regional jet
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,39,2021-11-25 6:49:05,7A,1950,4909632441114116,Laura Lee,Credit,11/1/2026,456,KL876,2021-12-02 19:54:55,DXB,Dubai,,United Arab Emirates,0,2021-12-09 3:30:45,2021-12-16 3:30:45,4,Excellent flight with fantastic service and helpful staff.,ICN,Seoul,,South Korea,7505,Hawaiian Airlines,Honolulu,HI,USA,475,Delayed,1632,7,30,Boeing 757,tri-jet
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,40,2022-03-29 15:28:48,7C,2050,4909632441114116,Laura Lee,Credit,11/1/2026,456,CZ977,2022-04-01 22:34:55,ICN,Seoul,,South Korea,7505,2022-04-06 5:35:17,2022-04-07 5:35:17,3,"Average flight, could have been better.",NRT,Tokyo,,Japan,2860106,Southwest Airlines,Dallas,TX,USA,193,On time,69175,16,280,Bombardier CRJ200,Regional jet with narrow body
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,41,2021-04-20 20:24:42,7E,2150,4909632441114116,Laura Lee,Credit,11/1/2026,456,AF321,2021-04-28 7:01:01,NRT,Tokyo,,Japan,2860106,2021-04-30 9:03:33,2021-05-04 9:03:33,2,Unhelpful staff and poor service on this flight.,SIN,Singapore,,Singapore,819663,American Airlines,Fort Worth,TX,USA,279,On time,4627,9,400,Boeing 787,Single-aisle
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,42,2021-04-19 15:19:34,7F,2250,4909632441114116,Laura Lee,Credit,11/1/2026,456,TK588,2021-04-25 22:58:08,SIN,Singapore,,Singapore,819663,2021-04-30 2:08:53,2021-05-16 2:08:53,5,Amazing flight experience with exceptional staff.,HKG,Hong Kong,,China,0,JetBlue Airways,Long Island City,NY,USA,425,Delayed,78945,15,460,Cessna Citation XLS,Single-aisle
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,43,2021-08-09 21:02:27,7G,255,5385941661114851,Tyler Young,Debit,2024-06-01,567,QR905,2021-08-14 16:16:38,HKG,Hong Kong,,China,0,2021-08-18 13:27:59,2021-09-01 13:27:59,4,"Great flight experience overall, but some minor issues.",PEK,Beijing,,China,100621,United Airlines,Chicago,IL,USA,196,Delayed,849,7,380,Boeing 787,Short- to medium-range twin-engine jetliner
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,44,2021-05-09 17:48:17,7H,678,5385941661114851,Tyler Young,Debit,2024-06-01,567,CX871,2021-05-11 6:43:48,AMS,Amsterdam,North Holland,Netherlands,1118,2021-05-12 16:57:32,2021-06-07 16:57:32,3,Exceptional flight with wonderful staff and service.,MUC,Munich,,Germany,85356,Allegiant Air,Las Vegas,NV,USA,374,On time,6074,2,280,ATR 72,Four-engine jumbo jet
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,45,2021-11-27 8:44:31,7J,499,5385941661114851,Tyler Young,Debit,2024-06-01,567,KE133,2021-11-28 22:35:27,MUC,Munich,,Germany,85356,2021-12-03 8:17:15,2021-12-13 8:17:15,5,Terrible experience on this flight. Staff was rude and unhelpful.,BKK,Bangkok,,Thailand,10210,Delta Air Lines,Atlanta,GA,USA,268,Delayed,78529,12,20,Dassault Falcon 900,twin-engine jetliner
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,46,2021-08-13 7:03:29,7K,777,5385941661114851,Tyler Young,Debit,2024-06-01,567,SQ447,2021-08-14 8:24:16,BKK,Bangkok,,Thailand,10210,2021-08-20 20:16:47,2021-08-24 20:16:47,1,Above average flight experience with friendly staff.,SFO,San Francisco,California,United States,94128,Southwest Airlines,Dallas,TX,USA,216,On time,951,13,80,Dassault Falcon 900,Composite-material
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,47,2022-03-18 1:23:02,8A,312,5385941661114851,Tyler Young,Debit,2024-06-01,567,AY756,2022-03-24 19:43:18,SFO,San Francisco,California,United States,94128,2022-03-31 22:48:17,2022-04-17 22:48:17,4,Average flight with some minor issues.,DEN,Denver,Colorado,United States,80249,American Airlines,Fort Worth,TX,USA,428,Delayed,5031,8,100,Airbus A330,Twin-engine turboprop regional airliner
