cust_email,first_name,last_name,passwd,street,city,state_province,country,zip_code,phone_number,passport_num,passport_expiration,passport_country,dob,car_id,rent_date,return_date,purchase_date,date,rating,comments,rate_per_day,card_number,card_holder,card_type,card_expiration,cvv_code,company_id,brand,type,color,car_age,base_price,name,company_city,company_state,company_country,company_zip_code
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR020,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,6/25/2020 14:52:35,1,Car was not clean upon pick-up.,190,4171816016480653,Will Harris,Credit,1/1/2026,345,REN002,Toyota,Sedan,Black,2.3,50,USARental,Manhattan,New York,USA,10018
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR021,4/13/2021 15:06:00,4/18/2021 8:25:00,2/15/2021 3:25:00,5/15/2021 3:25:30,5,Quick and efficient drop-off process.,135,4171816016480653,Will Harris,Credit,1/1/2026,345,REN003,Mazda,Sedan,Goldenrod,23,135,Expedia,Los Angeles,California,USA,10098
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR022,6/15/2019 15:06:00,6/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2019 15:23:23,5,Car had low fuel upon pick-up.,190,4171816016480653,Will Harris,Credit,1/1/2026,345,REN001,Chevrolet,SUV,Mauv,18,190,BestRental,Brooklyn,New York,USA,10021
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR023,7/16/2020 15:06:00,7/18/2020 8:25:00,2/15/2020 3:25:00,8/15/2020 12:23:23,4,Good rental experience overall.,35,4171816016480653,Will Harris,Credit,1/1/2026,345,REN002,BMW,Truck,Blue,17,35,USARental,Manhattan,New York,USA,10018
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR024,9/13/2021 15:06:00,9/18/2021 8:25:00,2/15/2021 3:25:00,9/29/2021 15:29:23,5,Friendly and helpful staff.,75,4171816016480653,Will Harris,Credit,1/1/2026,345,REN003,Mazda,Convertible,Crimson,21,75,Expedia,Los Angeles,California,USA,10098
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR025,11/13/2019 15:06:00,11/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2020 12:25:56,3,Car had some cosmetic damage.,47,4171816016480653,Will Harris,Credit,1/1/2026,345,REN001,Pontiac,Sedan,Turquoise,56,47,BestRental,Brooklyn,New York,USA,10021
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR026,6/13/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,9/23/2020 19:20:25,3,Reasonable prices and good customer service.,58,4171816016480653,Will Harris,Credit,1/1/2026,345,REN001,Volkswagen,Coupe,Orange,22,58,BestRental,Brooklyn,New York,USA,10021
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR027,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,08/29/2022 15:32:35,1,Good experience overall.,42,4171816016480653,Will Harris,Credit,1/1/2026,345,REN002,Isuzu,Sedan,Blue,20,42,USARental,Manhattan,New York,USA,10018
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR028,07/23/2023 14:00:00,07/26/2023 12:00:00,03/25/2023 15:06:25,,,,117,4171816016480653,Will Harris,Credit,1/1/2026,345,REN002,Toyota,SUV,Yellow,15,117,USARental,Manhattan,New York,USA,10018
will.harris@example.com,will,harris,passwd3,441 Lawn Plaza,Stanford,CA,USA,12235,384-846-0025,KY6426652,2/23/2026,Zambia,4/10/1988,CAR029,09/19/2023 14:00:00,09/23/2023 14:00:00,02/23/2023 14:00:00,,,,102,4171816016480653,Will Harris,Credit,1/1/2026,345,REN003,Honda,Sedan,Violet,21,102,Expedia,Los Angeles,California,USA,10098
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR030,4/13/2019 15:06:00,4/18/2019 8:25:00,2/15/2019 3:25:00,5/15/2019 3:25:30,5,affordable rates,49,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN003,Ford,SUV,Pink,25,49,Expedia,Los Angeles,California,USA,10098
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR031,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,6/25/2020 14:52:35,2,comfortable and spacious interiors,75,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN001,Chevrolet,Truck,Goldenrod,19,75,BestRental,Brooklyn,New York,USA,10021
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR032,4/13/2021 15:06:00,4/18/2021 8:25:00,2/15/2021 3:25:00,5/15/2021 3:25:30,4,transparent pricing,35,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN002,Nissan,Sedan,Blue,21,35,USARental,Manhattan,New York,USA,10018
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR033,6/15/2019 15:06:00,6/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2019 15:23:23,1,affordable rates,88,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN003,BMW,Sedan,Mauv,31,88,Expedia,Los Angeles,California,USA,10098
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR034,7/16/2020 15:06:00,7/18/2020 8:25:00,2/15/2020 3:25:00,8/15/2020 12:23:23,4,24/7 roadside assistance,42,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN001,Toyota,SUV,Green,12,42,BestRental,Brooklyn,New York,USA,10021
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR035,9/13/2021 15:06:00,9/18/2021 8:25:00,2/15/2021 3:25:00,9/29/2021 15:29:23,2,transparent pricing,42,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN002,Ford,Coupe,Blue,14,42,USARental,Manhattan,New York,USA,10018
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR036,11/13/2019 15:06:00,11/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2020 12:25:56,3,flexible rental terms,65,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN003,Honda,Sedan,Blue,19,65,Expedia,Los Angeles,California,USA,10098
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR037,6/13/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,9/23/2020 19:20:25,4,reliable GPS navigation,42,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN001,Nissan,Truck,Indigo,17,42,BestRental,Brooklyn,New York,USA,10021
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR038,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,08/29/2022 15:32:35,2,well-equipped cars,116,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN001,Chevrolet,SUV,Crimson,21,116,BestRental,Brooklyn,New York,USA,10021
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR039,07/23/2023 14:00:00,07/26/2023 12:00:00,03/25/2023 15:06:25,,,,119,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN002,BMW,Coupe,Green,30,119,USARental,Manhattan,New York,USA,10018
laura.lee@example.com,laura,lee,passwd4,17031 Warrior Junction,Shanghai,,China,200085,289-746-1980,BP7496594,3/3/2029,Belarus,1/10/1994,CAR040,09/19/2023 14:00:00,09/23/2023 14:00:00,02/23/2023 14:00:00,,,,80,4909632441114116,Laura Lee,Credit,11/1/2026,456,REN002,Ford,Sedan,Blue,24,80,USARental,Manhattan,New York,USA,10018
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR041,4/13/2019 15:06:00,4/18/2019 8:25:00,2/15/2019 3:25:00,5/15/2019 3:25:30,4,reliable GPS navigation,97,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN003,Toyota,Sedan,Green,12,97,Expedia,Los Angeles,California,USA,10098
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR042,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,6/25/2020 14:52:35,1,well-equipped cars,41,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN003,Honda,SUV,Indigo,32,41,Expedia,Los Angeles,California,USA,10098
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR043,4/13/2021 15:06:00,4/18/2021 8:25:00,2/15/2021 3:25:00,5/15/2021 3:25:30,1,clean and well-maintained vehicles,171,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN001,Chevrolet,Truck,Mauv,30,171,BestRental,Brooklyn,New York,USA,10021
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR044,6/15/2019 15:06:00,6/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2019 15:23:23,3,affordable rates,50,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN002,Nissan,Convertible,Khaki,16,50,USARental,Manhattan,New York,USA,10018
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR045,7/16/2020 15:06:00,7/18/2020 8:25:00,2/15/2020 3:25:00,8/15/2020 12:23:23,1,user-friendly website,49,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN003,BMW,Sedan,Fuscia,27,49,Expedia,Los Angeles,California,USA,10098
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR046,9/13/2021 15:06:00,9/18/2021 8:25:00,2/15/2021 3:25:00,9/29/2021 15:29:23,1,quick and efficient check-in,39,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN001,Ford,Coupe,Goldenrod,29,39,BestRental,Brooklyn,New York,USA,10021
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR047,11/13/2019 15:06:00,11/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2020 12:25:56,2,transparent pricing,28,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN002,Toyota,Sedan,Red,28,28,USARental,Manhattan,New York,USA,10018
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR048,6/13/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,9/23/2020 19:20:25,2,comfortable and spacious interiors,32,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN003,Mazda,SUV,Khaki,14,32,Expedia,Los Angeles,California,USA,10098
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR049,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,08/29/2022 15:32:35,5,wide selection of car models,28,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN001,Chevrolet,Sedan,Violet,27,28,BestRental,Brooklyn,New York,USA,10021
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR050,07/23/2023 14:00:00,07/26/2023 12:00:00,03/25/2023 15:06:25,,,,125,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN001,BMW,SUV,Mauv,18,125,BestRental,Brooklyn,New York,USA,10021
tyler.young@example.com,tyler,young,passwd5,2894 Chive Parkway,Hangzhou,Zhejiang,China,200097,795-747-2573,KO2755707,7/27/2027,Poland,10/16/1959,CAR051,09/19/2023 14:00:00,09/23/2023 14:00:00,02/23/2023 14:00:00,,,,112,5385941661114851,Tyler Young,Debit,2024-06-01,567,REN002,Mazda,Truck,Teal,27,112,USARental,Manhattan,New York,USA,10018
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR052,4/13/2019 15:06:00,4/18/2019 8:25:00,2/15/2019 3:25:00,5/15/2019 3:25:30,3,complimentary upgrades,87,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN002,Pontiac,Sedan,Pink,35,87,USARental,Manhattan,New York,USA,10018
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR053,4/13/2020 15:06:00,4/18/2020 8:25:00,2/15/2020 3:25:00,6/25/2020 14:52:35,4,user-friendly website,47,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN003,Volkswagen,Sedan,Goldenrod,38,47,Expedia,Los Angeles,California,USA,10098
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR054,4/13/2021 15:06:00,4/18/2021 8:25:00,2/15/2021 3:25:00,5/15/2021 3:25:30,4,quick and efficient check-in,42,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN003,Isuzu,SUV,Khaki,34,42,Expedia,Los Angeles,California,USA,10098
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR055,6/15/2019 15:06:00,6/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2019 15:23:23,4,excellent fuel efficiency,130,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN001,Toyota,Coupe,Red,21,130,BestRental,Brooklyn,New York,USA,10021
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR056,7/16/2020 15:06:00,7/18/2020 8:25:00,2/15/2020 3:25:00,8/15/2020 12:23:23,4,complimentary upgrades,115,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN002,Honda,Sedan,Crimson,19,115,USARental,Manhattan,New York,USA,10018
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR057,9/13/2021 15:06:00,9/18/2021 8:25:00,2/15/2021 3:25:00,9/29/2021 15:29:23,1,well-equipped cars,85,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN003,Ford,Truck,Violet,25,85,Expedia,Los Angeles,California,USA,10098
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR058,11/13/2019 15:06:00,11/18/2019 8:25:00,2/15/2019 3:25:00,7/15/2020 12:25:56,2,excellent fuel efficiency,24,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN001,Chevrolet,SUV,Violet,36,24,BestRental,Brooklyn,New York,USA,10021
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR059,6/13/2020 15:06:00,6/18/2020 8:25:00,2/15/2020 3:25:00,9/23/2020 19:20:25,2,quick and efficient check-in,144,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN002,Nissan,Coupe,Crimson,36,144,USARental,Manhattan,New York,USA,10018
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR060,8/13/2021 15:06:00,8/18/2021 8:25:00,2/15/2021 3:25:00,08/29/2022 15:32:35,3,Great customer service,146,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN003,BMW,Sedan,Red,24,146,Expedia,Los Angeles,California,USA,10098
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR061,07/23/2023 14:00:00,07/26/2023 12:00:00,03/25/2023 15:06:25,,,,125,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN001,Toyota,Sedan,Green,32,125,BestRental,Brooklyn,New York,USA,10021
claire.baker@example.com,claire,baker,passwd6,39 Bowman Pass,Brooklyn,NY,USA,12552,522-483-6816,DG9102444,5/24/2025,China,4/4/1992,CAR062,09/19/2023 14:00:00,09/23/2023 14:00:00,02/23/2023 14:00:00,,,,175,4790428298140149,Claire Baker,Credit,2022-09-01,678,REN001,Ford,SUV,Yellow,19,175,BestRental,Brooklyn,New York,USA,10021
david.taylor@example.com,david,taylor,passwd7,21 Village Hill,Manhattan,NY,USA,23231,759-651-7077,SI0500394,8/17/2027,Comoros,7/10/2010,CAR063,4/13/2019 15:06:00,4/18/2019 8:25:00,2/15/2019 3:25:00,5/15/2019 3:25:30,2,convenient pickup and drop-off locations,200,4026969176852007,David Taylor,Credit,2023-05-01,789,REN002,Honda,Truck,Indigo,19,200,USARental,Manhattan,New York,USA,10018
